Head,Head-Tail Bonding,Lipid Type,Category,Main Class,Sub Class,Class Level 4,Nota
PS,Ester,PS(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoserines [GP0301],N/A,
PS,Ester,PS(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoserines [GP2004],N/A,
PS,Ester,PS(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoserines [GP0305],N/A,
PS,Ether con FA que lleve O-,PS(O-,Glycerophospholipids [GP],Glycerophosphoserines [GP03],"1-alkyl,2-acylglycerophosphoserines [GP0302]",N/A,Enlace tipo Eter en lugar de Ester;
PS,Ether con FA que lleve O-,PS(O-,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Monoalkylglycerophosphoserines [GP0306],N/A,
PS,Ether con FA que lleve O-,PS(P-,Glycerophospholipids [GP],Glycerophosphoserines [GP03],1Z-alkenylglycerophosphoserines [GP0307],N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; "
PS,Ether con FA que lleve O-,PS(P-,Glycerophospholipids [GP],Glycerophosphoserines [GP03],"1-(1Z-alkenyl),2-acylglycerophosphoserines [GP0303]",N/A,
PS-NAc,Ester,PS-NAc(,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Diacylglycerophosphoserines [GP0301],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP03010041
PT,Ester,PT(,Glycerophospholipids [GP],Glycerophosphothreonines [GP24],Diacylglycerophosphothreonines [GP2401],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP24010000
NA,NA,RESORCINOL(,N/A,N/A,N/A,N/A,NA
SLBPA,Ester,SLBPA(,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Diacylglycerophosphomonoradylglycerols [GP0409],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP04090001
SM,Amida y Ester con Choline,SM(d,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],N/A,
NA,NA,Sph(d,N/A,N/A,N/A,N/A,NA
QCDG,Ester,SQDG(,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldiacylglycerols [GL0501],N/A,https://www.lipidmaps.org/databases/lmsd/LMGL05010004
1-O-stearoyl-Cer,Amida y Ester con 1-O-FA,stearoyl-Cer(d,Sphingolipids [SP],Ceramides [SP02],Acylceramides [SP0204],N/A,https://www.lipidmaps.org/databases/lmsd/LMSP02040004
SulfoHexCer,Amida y Ester SulfoHex,SulfoHexCer(d,Sphingolipids [SP],Ceramides [SP02],N-acylsphinganines (dihydroceramides) [SP0202],N/A,
SulfoHexCer,Amida y Ester SulfoHex,SulfoHexCer(d,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],N/A,
SulfoHexCer,Amida y Ester SulfoHex,SulfoHexCer(t,Sphingolipids [SP],Ceramides [SP02],Phosphoglycosphingolipids [SP0604],N/A,
SulfoHexCer,Amida y Ester SulfoHex,SulfoHexCer(t,Sphingolipids [SP],Ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],N/A,
SulfoHexCer,Amida y Ester SulfoHex,SulfoHexCer(t,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],N/A,
SulfoHexCer,Amida y Ester SulfoHex,SulfoHexCer(t,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Phosphoglycosphingolipids [SP0604],N/A,
SulfoHexCer,Amida y Ester SulfoHex,SulfoHexCer(t,Sphingolipids [SP],Acidic glycosphingolipids [SP06],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],N/A,
SulfoHexCer,Amida y Ester SulfoHex,SulfoHexCer(t,Sphingolipids [SP],Acidic glycosphingolipids [SP06],N-acylsphingosines (ceramides) [SP0201],N/A,
TG,Ester,TG(,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],N/A,
TG,Ester,TG(a-,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],N/A,
TG,Ester,TG(i-,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],N/A,
1-O-tricosanoyl-Cer,Amida y Ester con 1-O-FA,tricosanoyl-Cer(d,Sphingolipids [SP],Ceramides [SP02],Acylceramides [SP0204],N/A,https://www.lipidmaps.org/databases/lmsd/LMSP02040010
WE,Ester,WE(,Fatty Acyls [FA],Fatty esters [FA07],Wax monoesters [FA0701],N/A,
